Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,G,SV,HLD,SVH,IP,SO,K/9,BB/9,PitchingTeamid
Jacob Lemoine,ATH,SP,FA,31,,,,,,,,,,,,,,,
Zechariah Lemond,SD,P,FA,32,,,,,,,,,,,,,,,
Caden Lemons,MIL,SP,FA,26,,,,,,,,,,,,,,,
Pedro Lemos,SEA,RP,FA,21,,,,,,,,,,,,,,,
Kevin Lenik,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Keiner Leon,(N/A),RP,FA,21,,,,,,,,,,,,,,,
Maycold Leon,MIA,SP,FA,22,,,,,,,,,,,,,,,
Tomas Leoncio,BAL,SP,FA,30,,,,,,,,,,,,,,,
Carlos Lequerica,DET,SP,FA,24,,,,,,,,,,,,,,,
Dylan Lesko,TB,SP,FA,21,,,,,,,,,,,,,,,
Bishop Letson,MIL,SP,FA,20,,,,,,,,,,,,,,,
Adam Leverett,SEA,SP,FA,26,,,,,,,,,,,,,,,
Chris Levonas,MIL,SP,FA,19,,,,,,,,,,,,,,,
Artie Lewicki,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Cory Lewis,MIN,SP,FA,24,,,,,,,,,,,,,,,
Jimmy Lewis,LAD,P,FA,24,,,,,,,,,,,,,,,
Justin Lewis,ARI,P,FA,29,,,,,,,,,,,,,,,
Sam Lewis,ARI,RP,FA,33,,,,,,,,,,,,,,,
Taylor Lewis,SEA,P,FA,36,,,,,,,,,,,,,,,
Taylor Lewis,ATL,RP,FA,31,,,,,,,,,,,,,,,
Robinson Leyer,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Lazaro Leyva,BAL,SP,FA,30,,,,,,,,,,,,,,,
Wilberson Liendo,(N/A),RP,FA,25,,,,,,,,,,,,,,,
Daniel Lietz,TOR,P,FA,30,,,,,,,,,,,,,,,
Pat Light,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Karson Ligon,(N/A),SP,FA,22,,,,,,,,,,,,,,,
Brett Lilek,MIA,SP,FA,31,,,,,,,,,,,,,,,
Ryan Lillie,(N/A),P,FA,28,,,,,,,,,,,,,,,
Blake Lillis,MIL,P,FA,26,,,,,,,,,,,,,,,
Christian Lim,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Denny Lima,CHW,SP,FA,20,,,,,,,,,,,,,,,
Michael Limoncelli,SEA,P,FA,24,,,,,,,,,,,,,,,
Chen-Wei Lin,STL,SP,FA,23,,,,,,,,,,,,,,,
Hsin-Chieh Lin,PHI,SP,FA,25,,,,,,,,,,,,,,,
Huei-Sheng Lin,LAD,RP,FA,26,,,,,,,,,,,,,,,
Po-Chun Lin,SEA,SP,FA,18,,,,,,,,,,,,,,,
Wei-En Lin,ATH,SP,FA,19,,,,,,,,,,,,,,,
Yu-Min Lin,ARI,SP,FA,21,,,,,,,,,,,,,,,
Sean Linan,LAD,RP,FA,20,,,,,,,,,,,,,,,
Janderson Linares,PIT,RP,FA,19,,,,,,,,,,,,,,,
Jose Linares,(N/A),RP,FA,23,,,,,,,,,,,,,,,
Jesus Linarez,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Valentin Linarez,PIT,SP,FA,25,,,,,,,,,,,,,,,
Chris Lincoln,SD,P,FA,27,,,,,,,,,,,,,,,
Jeff Lindgren,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Ethan Lindow,(N/A),SP,FA,26,,,,,,,,,,,,,,,
Andrew Lindsey,TB,SP,FA,25,,,,,,,,,,,,,,,
Zach Linginfelter,LAA,P,FA,27,,,,,,,,,,,,,,,
Eli Lingos,CLE,P,FA,28,,,,,,,,,,,,,,,
Matthew Linskey,HOU,RP,FA,22,,,,,,,,,,,,,,,
Angel Liranzo,PHI,SP,FA,18,,,,,,,,,,,,,,,
Jesus Liranzo,MIL,RP,FA,29,,,,,,,,,,,,,,,
Christian Little,SEA,RP,FA,21,,,,,,,,,,,,,,,
Jack Little,LAD,RP,FA,27,,,,,,,,,,,,,,,
Jordan Little,CIN,SP,FA,22,,,,,,,,,,,,,,,
Luke Little,CHC,P,FA,24,,,,,,,,,,,,,,,
Corey Littrell,STL,P,FA,32,,,,,,,,,,,,,,,
Matt Litwicki,BOS,RP,FA,26,,,,,,,,,,,,,,,
Chih-Jung Liu,BOS,SP,FA,25,,,,,,,,,,,,,,,
Justin Livengood,SD,P,FA,35,,,,,,,,,,,,,,,
Victor Lizarraga,SD,SP,FA,21,,,,,,,,,,,,,,,
Gabriel Llanes,NYM,P,FA,29,,,,,,,,,,,,,,,
Yeancarlos Lleras,BAL,P,FA,24,,,,,,,,,,,,,,,
Mariano Llorens,STL,P,FA,32,,,,,,,,,,,,,,,
Mauricio Llovera,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Daniel Lloyd,BAL,SP,FA,24,,,,,,,,,,,,,,,
Inmer Lobo,PIT,SP,FA,21,,,,,,,,,,,,,,,
Dominic LoBrutto,BOS,P,FA,28,,,,,,,,,,,,,,,
Ryan Lobus,TEX,RP,FA,24,,,,,,,,,,,,,,,
Tony Locey,TB,SP,FA,26,,,,,,,,,,,,,,,
Walker Lockett,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Fulton Lockhart,LAA,RP,FA,21,,,,,,,,,,,,,,,
Lael Lockhart,DET,SP,FA,27,,,,,,,,,,,,,,,
Nicholas Lockhart,TEX,P,FA,24,,,,,,,,,,,,,,,
Brett Lockwood,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Conner Loepich,PIT,P,FA,27,,,,,,,,,,,,,,,
Justin Loer,(N/A),RP,FA,22,,,,,,,,,,,,,,,
Joshua Loeschorn,PIT,SP,FA,24,,,,,,,,,,,,,,,
Carter Loewen,SD,RP,FA,26,,,,,,,,,,,,,,,
Bradley Loftin,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Blake Logan,MIA,P,FA,33,,,,,,,,,,,,,,,
Carter Lohman,LAD,SP,FA,25,,,,,,,,,,,,,,,
Matt Lollis,SD,SP,FA,34,,,,,,,,,,,,,,,
Dylan Lonergan,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Grayson Long,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Justin Long,ATL,SP,FA,23,,,,,,,,,,,,,,,
Nolan Long,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Ryan Long,BAL,SP,FA,25,,,,,,,,,,,,,,,
Trevor Long,SEA,SP,FA,23,,,,,,,,,,,,,,,
Darcy Longstaff,CIN,RP,FA,21,,,,,,,,,,,,,,,
Seth Lonsway,SF,SP,FA,26,,,,,,,,,,,,,,,
Eric Loomis,TEX,SP,FA,22,,,,,,,,,,,,,,,
Jimmy Loper,NYM,SP,FA,25,,,,,,,,,,,,,,,
Carlos Lopez,CLE,RP,FA,18,,,,,,,,,,,,,,,
Celso Lopez,(N/A),RP,FA,20,,,,,,,,,,,,,,,
Christian Lopez,CIN,SP,FA,18,,,,,,,,,,,,,,,
Diomar Lopez,CIN,RP,FA,28,,,,,,,,,,,,,,,
Eduar Lopez,LAA,SP,FA,30,,,,,,,,,,,,,,,
Frank Lopez,TEX,SP,FA,31,,,,,,,,,,,,,,,
Frank D' Jesus Lopez,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Jesus Lopez,TEX,SP,FA,17,,,,,,,,,,,,,,,
Jose Lopez,TB,RP,FA,26,,,,,,,,,,,,,,,
Jose Lopez,LAD,SP,FA,19,,,,,,,,,,,,,,,
Jose Lopez,NYM,RP,FA,20,,,,,,,,,,,,,,,
Josue Lopez,CIN,RP,FA,23,,,,,,,,,,,,,,,
Juan Lopez,HOU,RP,FA,26,,,,,,,,,,,,,,,
Leandro Lopez,TEX,SP,FA,22,,,,,,,,,,,,,,,
Omarlin Lopez,TEX,SP,FA,31,,,,,,,,,,,,,,,
Reinaldo Lopez,TB,SP,FA,33,,,,,,,,,,,,,,,
Reiner Lopez,STL,SP,FA,18,,,,,,,,,,,,,,,
Robinson Lopez,CHC,SP,FA,34,,,,,,,,,,,,,,,
Yoan Lopez,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Nestor Lorant,CIN,RP,FA,22,,,,,,,,,,,,,,,
Brad Lord,WSH,SP,FA,25,,,,,,,,,,,,,,,
Kiefer Lord,BAL,RP,FA,22,,,,,,,,,,,,,,,
Brett Lorin,ARI,SP,FA,37,,,,,,,,,,,,,,,
Barrett Loseke,NYY,P,FA,28,,,,,,,,,,,,,,,
Kyle Lotzkar,CIN,SP,FA,35,,,,,,,,,,,,,,,
Blake Loubier,BOS,P,FA,24,,,,,,,,,,,,,,,
Aaron Loup,(N/A),RP,FA,37,,,,,,,,,,,,,,,
Jackson Lourie,ATL,P,FA,30,,,,,,,,,,,,,,,
Austin Love,STL,SP,FA,26,,,,,,,,,,,,,,,
Quinton Low,MIL,SP,FA,22,,,,,,,,,,,,,,,
Collin Lowe,MIA,RP,FA,26,,,,,,,,,,,,,,,
Isaiah Lowe,SD,SP,FA,21,,,,,,,,,,,,,,,
Thaddius Lowry,CHW,P,FA,30,,,,,,,,,,,,,,,
Zac Lowther,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Hunter Loyd,PHI,SP,FA,24,,,,,,,,,,,,,,,
Trevor Lubking,TB,P,FA,32,,,,,,,,,,,,,,,
Elvis Luciano,TOR,RP,FA,25,,,,,,,,,,,,,,,
Ismael Luciano,COL,SP,FA,22,,,,,,,,,,,,,,,
Jordy Luciano,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Kyle Luckham,WSH,SP,FA,25,,,,,,,,,,,,,,,
David Lucroy,MIL,P,FA,32,,,,,,,,,,,,,,,
Lucas Luetge,(N/A),RP,FA,37,,,,,,,,,,,,,,,
Luis Lugo,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Moises Lugo,(N/A),RP,FA,26,,,,,,,,,,,,,,,
Wilmer Lugo,NYM,SP,FA,19,,,,,,,,,,,,,,,
Hector Lujan,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Matthew Lujan,SF,SP,FA,36,,,,,,,,,,,,,,,
Gil Luna Jr.,CHW,SP,FA,25,,,,,,,,,,,,,,,
Alex Luna,KC,P,FA,32,,,,,,,,,,,,,,,
Carlos Luna,MIL,SP,FA,28,,,,,,,,,,,,,,,
Esteban Luna,BAL,SP,FA,18,,,,,,,,,,,,,,,
Jorge Luna,NYY,SP,FA,20,,,,,,,,,,,,,,,
Darrel Lunar,WSH,RP,FA,19,,,,,,,,,,,,,,,
Connor Lunn,STL,P,FA,26,,,,,,,,,,,,,,,
Wyatt Lunsford-Shenkman,SEA,RP,FA,21,,,,,,,,,,,,,,,
Scott Lyman,MIA,P,FA,34,,,,,,,,,,,,,,,
John Lynch,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Jake Lyons,BAL,P,FA,26,,,,,,,,,,,,,,,
Jared Lyons,CIN,SP,FA,24,,,,,,,,,,,,,,,
Tyler Lyons,NYY,RP,FA,37,,,,,,,,,,,,,,,
Will Mabrey,ARI,SP,FA,24,,,,,,,,,,,,,,,
Tommy Mace,CLE,SP,FA,26,,,,,,,,,,,,,,,
Ryley MacEachern,MIA,RP,FA,30,,,,,,,,,,,,,,,
Travis MacGregor,TEX,RP,FA,27,,,,,,,,,,,,,,,
Andres Machado,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Joel Machado,CHC,SP,FA,23,,,,,,,,,,,,,,,
Chris Machamer,BOS,P,FA,27,,,,,,,,,,,,,,,
Irving Machuca,(N/A),RP,FA,24,,,,,,,,,,,,,,,
Josh Maciejewski,MIL,RP,FA,29,,,,,,,,,,,,,,,
Bernard Mack,STL,SP,FA,19,,,,,,,,,,,,,,,
Adam Macko,TOR,SP,FA,24,,,,,,,,,,,,,,,
Dylan MacLean,TEX,P,FA,22,,,,,,,,,,,,,,,
Christian MacLeod,MIN,SP,FA,24,,,,,,,,,,,,,,,
Angel Macuare,MIN,RP,FA,25,,,,,,,,,,,,,,,
Jake Madden,COL,SP,FA,23,,,,,,,,,,,,,,,
Emannoel Madeira,CHC,SP,FA,18,,,,,,,,,,,,,,,
Luis Madero,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Ben Madison,SF,P,FA,27,,,,,,,,,,,,,,,
Luis Madrazo,SD,RP,FA,27,,,,,,,,,,,,,,,
Jose Roman Madrid,SD,RP,FA,34,,,,,,,,,,,,,,,
Ty Madrigal,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Justin Maese,ATL,SP,FA,28,,,,,,,,,,,,,,,
Bryan Magdaleno,TEX,SP,FA,24,,,,,,,,,,,,,,,
Ryan Magdic,ATH,SP,FA,24,,,,,,,,,,,,,,,
Kevin Magee,BAL,P,FA,29,,,,,,,,,,,,,,,
Johnny Magliozzi,NYM,P,FA,33,,,,,,,,,,,,,,,
Damien Magnifico,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Andrew Magno,DET,RP,FA,26,,,,,,,,,,,,,,,
Greg Mahle,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Jack Mahoney,COL,SP,FA,23,,,,,,,,,,,,,,,
Adam Maier,ATL,SP,FA,23,,,,,,,,,,,,,,,
Aidan Major,CLE,SP,FA,21,,,,,,,,,,,,,,,
Alex Makarewich,LAD,SP,FA,23,,,,,,,,,,,,,,,
Chance Mako,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Aidan Maldonado,MIL,RP,FA,24,,,,,,,,,,,,,,,
Andy Maldonado,(N/A),RP,FA,22,,,,,,,,,,,,,,,
Gerelmi Maldonado,SF,SP,FA,21,,,,,,,,,,,,,,,
Nick Maldonado,MIA,RP,FA,24,,,,,,,,,,,,,,,
Kevin Malisheski,LAD,RP,FA,27,,,,,,,,,,,,,,,
Dalton Mall,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Chase Mallard,TOR,P,FA,33,,,,,,,,,,,,,,,
Josh Mallitz,SD,SP,FA,23,,,,,,,,,,,,,,,
Brennan Malone,PIT,SP,FA,24,,,,,,,,,,,,,,,
Rorik Maltrud,CLE,SP,FA,24,,,,,,,,,,,,,,,
Evan Manarino,ATH,P,FA,32,,,,,,,,,,,,,,,
Alex Manasa,PIT,P,FA,27,,,,,,,,,,,,,,,
Joey Mancini,HOU,SP,FA,24,,,,,,,,,,,,,,,
Mark Manfredi,MIL,SP,FA,24,,,,,,,,,,,,,,,
Thomas Mangus,CHC,SP,FA,21,,,,,,,,,,,,,,,
Hunter Mann,COL,SP,FA,23,,,,,,,,,,,,,,,
Timmy Manning,SF,RP,FA,23,,,,,,,,,,,,,,,
Erik Manoah,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Maiker Manzanillo,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Santo Manzanillo,MIL,RP,FA,36,,,,,,,,,,,,,,,
Marco Manzano,NYY,SP,FA,21,,,,,,,,,,,,,,,
Mikell Manzano,(N/A),RP,FA,22,,,,,,,,,,,,,,,
Anyel Manzueta,WSH,SP,FA,18,,,,,,,,,,,,,,,
Tyler Mapes,WSH,SP,FA,33,,,,,,,,,,,,,,,
Dillon Maples,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Luis Maracara,SD,SP,FA,17,,,,,,,,,,,,,,,
Carlos Marcano,DET,RP,FA,21,,,,,,,,,,,,,,,
David Marcano,(N/A),P,FA,23,,,,,,,,,,,,,,,
Jose Marcano,ATL,RP,FA,20,,,,,,,,,,,,,,,
Rafael Marcano,MIN,RP,FA,24,,,,,,,,,,,,,,,
Landon Marceaux,KC,SP,FA,25,,,,,,,,,,,,,,,
Hansel Marcelino,(N/A),RP,FA,22,,,,,,,,,,,,,,,
Manuel Marchan,CIN,RP,FA,17,,,,,,,,,,,,,,,
Jorge Marcheco,LAA,SP,FA,22,,,,,,,,,,,,,,,
Nick Margevicius,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Yander Maria,CHC,SP,FA,18,,,,,,,,,,,,,,,
Alexis Marin,ARI,SP,FA,20,,,,,,,,,,,,,,,
Terance Marin,CHW,SP,FA,35,,,,,,,,,,,,,,,
Michael Mariot,(N/A),SP,FA,36,,,,,,,,,,,,,,,
Parker Markel,(N/A),SP,FA,34,,,,,,,,,,,,,,,
Brad Markey,(N/A),SP,FA,33,,,,,,,,,,,,,,,
Brandon Marklund,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Jordan Marks,DET,RP,FA,25,,,,,,,,,,,,,,,
Kyle Marman,CLE,RP,FA,28,,,,,,,,,,,,,,,
Landen Maroudis,TOR,SP,FA,20,,,,,,,,,,,,,,,
Austin Marozas,(N/A),SP,FA,26,,,,,,,,,,,,,,,
Brailyn Marquez,HOU,SP,FA,26,,,,,,,,,,,,,,,
Emilio Marquez,KC,RP,FA,26,,,,,,,,,,,,,,,
Franklin Marquez,(N/A),SP,FA,22,,,,,,,,,,,,,,,
Miguel Marquez,BOS,SP,FA,37,,,,,,,,,,,,,,,
Noslen Marquez,ATL,SP,FA,19,,,,,,,,,,,,,,,
Yoiber Marquina,CLE,RP,FA,29,,,,,,,,,,,,,,,
Andrew Marrero,STL,RP,FA,24,,,,,,,,,,,,,,,
Mason Marriott,ARI,SP,FA,22,,,,,,,,,,,,,,,
Chandler Marsh,NYM,SP,FA,22,,,,,,,,,,,,,,,
Shane Marshall,CHC,RP,FA,24,,,,,,,,,,,,,,,
Duncan Marsten,(N/A),SP,FA,19,,,,,,,,,,,,,,,
Francis Marte,ATH,SP,FA,19,,,,,,,,,,,,,,,
Junior Marte,CHC,SP,FA,29,,,,,,,,,,,,,,,
Sabier Marte,NYY,SP,FA,21,,,,,,,,,,,,,,,
Yunior Marte,KC,SP,FA,21,,,,,,,,,,,,,,,
Francis Martes,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Brett Martin,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Colby Martin,TOR,SP,FA,23,,,,,,,,,,,,,,,
Corbin Martin,BAL,RP,FA,29,,,,,,,,,,,,,,,
Logan Martin,KC,SP,FA,23,,,,,,,,,,,,,,,
Payton Martin,LAD,SP,FA,20,,,,,,,,,,,,,,,
Reeves Martin,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Riley Martin,CHC,RP,FA,26,,,,,,,,,,,,,,,
Trevor Martin,TB,SP,FA,24,,,,,,,,,,,,,,,
Aaron Martinez,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Adrian Martinez,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Alex Martinez,LAA,SP,FA,22,,,,,,,,,,,,,,,
Alexander Martinez,COL,RP,FA,28,,,,,,,,,,,,,,,
Algenis Martinez,BOS,RP,FA,31,,,,,,,,,,,,,,,
Anastacio Martinez,DET,P,FA,0,,,,,,,,,,,,,,,
Andre Martinez,MIN,P,FA,31,,,,,,,,,,,,,,,
Anel Martinez,WSH,SP,FA,19,,,,,,,,,,,,,,,
Bernie Martinez,SEA,SP,FA,28,,,,,,,,,,,,,,,
Carlos Martinez,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Chazz Martinez,KC,SP,FA,25,,,,,,,,,,,,,,,
Dallas Martinez,NYY,SP,FA,30,,,,,,,,,,,,,,,
Daniel Martinez,(N/A),SP,FA,26,,,,,,,,,,,,,,,
David Jose Martinez,HOU,SP,FA,37,,,,,,,,,,,,,,,
Denny Martinez,PHI,SP,FA,28,,,,,,,,,,,,,,,
Emmanuel Martinez,TEX,SP,FA,21,,,,,,,,,,,,,,,
Frank Martinez,TEX,RP,FA,22,,,,,,,,,,,,,,,
Henry Martinez,SD,SP,FA,21,,,,,,,,,,,,,,,
Izaak Martinez,CLE,SP,FA,23,,,,,,,,,,,,,,,
Jeter Martinez,SEA,SP,FA,19,,,,,,,,,,,,,,,
Jhonny Martinez,ATL,RP,FA,20,,,,,,,,,,,,,,,
Joan Martinez,BOS,RP,FA,28,,,,,,,,,,,,,,,
Jordi Martinez,(N/A),RP,FA,24,,,,,,,,,,,,,,,
Jose Martinez,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Marcelo Martinez,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Maximo Martinez,CHW,SP,FA,20,,,,,,,,,,,,,,,
Michael Martinez,MIN,RP,FA,25,,,,,,,,,,,,,,,
Nolan Martinez,NYY,P,FA,26,,,,,,,,,,,,,,,
Quinton Martinez,LAA,SP,FA,26,,,,,,,,,,,,,,,
Raidel Martinez,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Randol Martinez,PIT,SP,FA,17,,,,,,,,,,,,,,,
Robinson Martinez,BAL,RP,FA,26,,,,,,,,,,,,,,,
Rodolfo Martinez,BAL,SP,FA,30,,,,,,,,,,,,,,,
Xavier Martinez,CLE,SP,FA,22,,,,,,,,,,,,,,,
Luis Martinez-Gomez,CHC,SP,FA,21,,,,,,,,,,,,,,,
Jordan Martinson,NYM,P,FA,27,,,,,,,,,,,,,,,
Jack Maruskin,BAL,SP,FA,25,,,,,,,,,,,,,,,
James Marvel,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Trey Masek,CHC,P,FA,33,,,,,,,,,,,,,,,
Ryan Mason,(N/A),P,FA,30,,,,,,,,,,,,,,,
Alex Massey,KC,RP,FA,32,,,,,,,,,,,,,,,
J.P. Massey,PIT,SP,FA,24,,,,,,,,,,,,,,,
Michael Massey,DET,SP,FA,21,,,,,,,,,,,,,,,
Andrew Massie,NYM,P,FA,31,,,,,,,,,,,,,,,
Chris Masters,ATL,SP,FA,37,,,,,,,,,,,,,,,
Alex Mateo,MIA,P,FA,31,,,,,,,,,,,,,,,
Carlos Mateo,KC,SP,FA,21,,,,,,,,,,,,,,,
Carlos Mateo,PIT,SP,FA,19,,,,,,,,,,,,,,,
Juan Mateo,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Luis Mateo,NYM,SP,FA,34,,,,,,,,,,,,,,,
Oliver Mateo,PIT,RP,FA,27,,,,,,,,,,,,,,,
Ryan Mathiesen,HOU,RP,FA,21,,,,,,,,,,,,,,,
David Matoma,PIT,RP,FA,19,,,,,,,,,,,,,,,
Jacob Maton,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Erick Matos,ATH,SP,FA,18,,,,,,,,,,,,,,,
Sean Matson,CLE,SP,FA,22,,,,,,,,,,,,,,,
Shinya Matsuyama,(N/A),SP,FA,24,,,,,,,,,,,,,,,
Case Matter,TEX,SP,FA,23,,,,,,,,,,,,,,,
John Matthews,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Zack Matthews,(N/A),RP,FA,26,,,,,,,,,,,,,,,
Connor Mattison,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Tyler Mattison,DET,RP,FA,25,,,,,,,,,,,,,,,
Michael Matuella,(N/A),P,FA,30,,,,,,,,,,,,,,,
Joey Matulovich,MIL,P,FA,27,,,,,,,,,,,,,,,
Alex Mauricio,NYY,RP,FA,28,,,,,,,,,,,,,,,
Brycen Mautz,STL,SP,FA,23,,,,,,,,,,,,,,,
Aiden May,MIA,SP,FA,21,,,,,,,,,,,,,,,
Trevor May,ATH,RP,FA,35,,,,,,,,,,,,,,,
Seth Mayberry,SD,RP,FA,24,,,,,,,,,,,,,,,
Whit Mayberry,DET,P,FA,34,,,,,,,,,,,,,,,
Bryce Mayer,HOU,SP,FA,23,,,,,,,,,,,,,,,
Gunner Mayer,PHI,P,FA,24,,,,,,,,,,,,,,,
Jacob Mayers,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Mike Mayers,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Kash Mayfield,SD,SP,FA,20,,,,,,,,,,,,,,,
C.J. Mayhue,LAA,SP,FA,24,,,,,,,,,,,,,,,
Yomil Maysonet,CIN,P,FA,25,,,,,,,,,,,,,,,
Chris Mazza,(N/A),RP,FA,35,,,,,,,,,,,,,,,
Niko Mazza,SF,SP,FA,23,,,,,,,,,,,,,,,
Sean McAdams,BAL,P,FA,31,,,,,,,,,,,,,,,
Brian McAfee,TB,RP,FA,32,,,,,,,,,,,,,,,
Will McAffer,TOR,P,FA,27,,,,,,,,,,,,,,,
Zach McAllister,(N/A),RP,FA,37,,,,,,,,,,,,,,,
Michael McAvene,CHC,P,FA,27,,,,,,,,,,,,,,,
Kevin McAvoy,BOS,P,FA,31,,,,,,,,,,,,,,,
Jeremy McBryde,LAA,SP,FA,37,,,,,,,,,,,,,,,
Shane McCain,TEX,RP,FA,33,,,,,,,,,,,,,,,
Zach McCambley,MIA,SP,FA,25,,,,,,,,,,,,,,,
Kevin McCanna,HOU,P,FA,31,,,,,,,,,,,,,,,
Kevin McCarthy,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Michael McCarthy,BOS,P,FA,37,,,,,,,,,,,,,,,
Shane McCarthy,CLE,P,FA,28,,,,,,,,,,,,,,,
DJ McCarty,TEX,SP,FA,22,,,,,,,,,,,,,,,
Kirk McCarty,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Riley McCauley,CHC,P,FA,28,,,,,,,,,,,,,,,
Lance McClain,BOS,P,FA,37,,,,,,,,,,,,,,,
Reggie McClain,NYY,RP,FA,32,,,,,,,,,,,,,,,
Jackson McClelland,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Zac McCleve,(N/A),RP,FA,24,,,,,,,,,,,,,,,
Tommy McCollum,PHI,SP,FA,25,,,,,,,,,,,,,,,
Kyle McCoy,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Brody McCullough,CHC,SP,FA,24,,,,,,,,,,,,,,,
Connor McCullough,CHW,SP,FA,25,,,,,,,,,,,,,,,
Mason McCullough,ARI,P,FA,32,,,,,,,,,,,,,,,
Nick McCully,STL,P,FA,36,,,,,,,,,,,,,,,
Brendan McCurry,(N/A),SP,FA,33,,,,,,,,,,,,,,,
Charlie McDaniel,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Drew McDaniel,CHW,SP,FA,24,,,,,,,,,,,,,,,
Garrett McDaniels,LAA,RP,FA,25,,,,,,,,,,,,,,,
Cole McDonald,HOU,RP,FA,27,,,,,,,,,,,,,,,
LJ McDonough,ATL,SP,FA,24,,,,,,,,,,,,,,,
Tanner McDougal,CHW,SP,FA,21,,,,,,,,,,,,,,,
Ken McDowall,NYM,P,FA,34,,,,,,,,,,,,,,,
Chris McElvain,TOR,SP,FA,24,,,,,,,,,,,,,,,
Ethan McElvain,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Parker McFadden,BAL,P,FA,27,,,,,,,,,,,,,,,
Blake McFarland,TOR,RP,FA,37,,,,,,,,,,,,,,,
Alex McFarlane,PHI,SP,FA,23,,,,,,,,,,,,,,,
Aaron McGarity,CHW,RP,FA,30,,,,,,,,,,,,,,,
Griff McGarry,PHI,RP,FA,25,,,,,,,,,,,,,,,
Seth McGarry,(N/A),P,FA,31,,,,,,,,,,,,,,,
Jack McGeary,WSH,SP,FA,35,,,,,,,,,,,,,,,
Easton McGee,MIL,RP,FA,27,,,,,,,,,,,,,,,
Austin McGeorge,NYM,P,FA,30,,,,,,,,,,,,,,,
Trey McGough,CHW,RP,FA,26,,,,,,,,,,,,,,,
Bryce McGowan,COL,RP,FA,4,,,,,,,,,,,,,,,
Christian McGowan,PHI,SP,FA,24,,,,,,,,,,,,,,,
Kevin McGowan,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Kyle McGowin,(N/A),SP,FA,33,,,,,,,,,,,,,,,
Dan McGrath,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Kyle McGrath,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Teddy McGraw,SEA,SP,FA,23,,,,,,,,,,,,,,,
Brendan McGuigan,SEA,RP,FA,29,,,,,,,,,,,,,,,
Logan McGuire,CLE,SP,FA,22,,,,,,,,,,,,,,,
