Name,OriginalSalary,AdjustedSalary,AuctionSalary
Wade Meckler ,-42.61654132,-52.30267624,
Brice Matthews ,-42.65399853,-52.34845176,
Luke Ritter ,-42.85193339,-52.59034296,
Trey Mancini ,-42.89420657,-52.64200395,
Tim Tawa ,-42.94673344,-52.70619572,
Jorge Barrosa ,-42.96381759,-52.72707382,
Steward Berroa ,-42.96381759,-52.72707382,
Cooper Hummel ,-42.96381759,-52.72707382,
Garrett Cooper ,-42.96381759,-52.72707382,
Niko Kavadas ,-43.01634446,-52.79126559,
Brett Harris ,-43.02479757,-52.80159592,
Nacho Alvarez Jr. ,-43.06089301,-52.84570725,
Dustin Harris ,-43.0988067,-52.89204061,
Nasim Nunez,-43.10989018,-52.90558546,
Mike Brosseau ,-43.19506825,-53.00967943,
Enmanuel Valdez ,-43.22530408,-53.04662988,
Billy Hamilton ,-43.26081228,-53.09002355,
Osleivis Basabe ,-43.31185819,-53.15240547,
Pablo Reyes ,-43.31185819,-53.15240547,
Cavan Biggio ,-43.33269866,-53.17787409,
Jorbit Vivas ,-43.38420105,-53.24081385,
Nick Maton ,-43.38420105,-53.24081385,
Ryan Noda ,-43.41771184,-53.28176655,
Owen Miller ,-43.45967167,-53.3330446,
Nicky Lopez ,-43.5655552,-53.4624422,
Jonathan Ornelas ,-43.60885288,-53.5153552,
Jacob Amaya ,-43.60885288,-53.5153552,
Mason McCoy ,-43.60885288,-53.5153552,
CJ Alexander ,-43.61317634,-53.5206388,
Matthew Lugo ,-43.67846389,-53.60042507,
Ryan Kreidler ,-43.67846389,-53.60042507,
Nick Sogard ,-43.67846389,-53.60042507,
Braden Shewmake ,-43.77326395,-53.71627783,
Nick Ahmed ,-43.77326395,-53.71627783,
Cooper Bowman ,-43.82627738,-53.7810642,
Tyler Callihan ,-43.82627738,-53.7810642,
Justin Foscue ,-43.82627738,-53.7810642,
Isaac Collins ,-43.82627738,-53.7810642,
David Banuelos,-43.82627738,-53.7810642,
Jose Fermin,-43.82627738,-53.7810642,
Stone Garrett ,-43.82627738,-53.7810642,
Jahmai Jones ,-43.82627738,-53.7810642,
