Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,G,PA,AB,H,HR,R,RBI,BB,HBP,SB,AVG,HittingTeamId
Bren Spillane,(N/A),OF,FA,28,,,,,,,,,,,,,,,
Daniel Spingola,CHC,OF,FA,31,,,,,,,,,,,,,,,
Seth Spivey,TEX,2B,FA,32,,,,,,,,,,,,,,,
Harrison Spohn,MIA,SS,FA,26,,,,,,,,,,,,,,,
J.P. Sportman,ATH,OF,FA,33,,,,,,,,,,,,,,,
Jared Sprague-Lott,ATH,3B,FA,23,,,,,,,,,,,,,,,
Josh Springer,TEX,C,FA,18,,,,,,,,,,,,,,,
Blair Springfield,CHC,SS,FA,34,,,,,,,,,,,,,,,
Jordan Sprinkle,CHW,"2B,SS",FA,23,,,,,,,,,,,,,,,
Payton Squier,ATH,OF,FA,29,,,,,,,,,,,,,,,
Brett Squires,KC,1B,FA,25,,,,,,,,,,,,,,,
Austin St. Laurent,SEA,2B,FA,22,,,,,,,,,,,,,,,
Deon Stafford,(N/A),C,FA,28,,,,,,,,,,,,,,,
Ryan Stafford,BAL,"C,2B",FA,22,,,,,,,,,,,,,,,
Sammy Stafura,CIN,SS,FA,20,,,,,,,,,,,,,,,
Bobby Stahel,COL,OF,FA,32,,,,,,,,,,,,,,,
Carl Stajduhar,NYM,3B,FA,28,,,,,,,,,,,,,,,
Eric Stamets,(N/A),"2B,SS",FA,33,,,,,,,,,,,,,,,
Chris Stanfield,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Riley Stanford,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Chad Stang,MIL,OF,FA,35,,,,,,,,,,,,,,,
Drew Stankiewicz,(N/A),"2B,SS",FA,31,,,,,,,,,,,,,,,
Tanner Stanley,KC,OF,FA,31,,,,,,,,,,,,,,,
Allen Staton,STL,3B,FA,32,,,,,,,,,,,,,,,
Wade Stauss,STL,C,FA,25,,,,,,,,,,,,,,,
Jake Steels,ATL,OF,FA,22,,,,,,,,,,,,,,,
Murphy Stehly,WSH,3B,FA,26,,,,,,,,,,,,,,,
Gus Steiger,(N/A),"2B,SS",FA,25,,,,,,,,,,,,,,,
Hunter Steinmetz,TOR,OF,FA,28,,,,,,,,,,,,,,,
Anthony Stephan,CIN,OF,FA,22,,,,,,,,,,,,,,,
Josh Stephen,PHI,OF,FA,27,,,,,,,,,,,,,,,
Landon Stephens,ATL,1B,FA,26,,,,,,,,,,,,,,,
Seth Stephenson,DET,OF,FA,24,,,,,,,,,,,,,,,
Zach Sterry,BOS,1B,FA,30,,,,,,,,,,,,,,,
Chad Stevens,HOU,"3B,SS",FA,26,,,,,,,,,,,,,,,
Eliezel Stevens,(N/A),1B,FA,24,,,,,,,,,,,,,,,
Felix Stevens,CHC,"1B,OF",FA,25,,,,,,,,,,,,,,,
Andrew Stevenson,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Luke Stevenson,(N/A),C,FA,20,,,,,,,,,,,,,,,
Tommy Stevenson,ATH,1B,FA,24,,,,,,,,,,,,,,,
Christin Stewart,BOS,OF,FA,31,,,,,,,,,,,,,,,
D.J. Stewart,(N/A),"1B,3B",FA,26,,,,,,,,,,,,,,,
Ethan Stewart,(N/A),OF,FA,14,,,,,,,,,,,,,,,
Jacob Stewart,PHI,OF,FA,34,,,,,,,,,,,,,,,
Joe Stewart,LAA,OF,FA,26,,,,,,,,,,,,,,,
Sal Stewart,CIN,"2B,3B",FA,21,,,,,,,,,,,,,,,
Zack Stewart,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Cole Stobbe,PHI,SS,FA,27,,,,,,,,,,,,,,,
Troy Stokes Jr.,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Madison Stokes,PHI,SS,FA,28,,,,,,,,,,,,,,,
Alex Stone,TOR,C,FA,23,,,,,,,,,,,,,,,
Bobby Stone,ARI,OF,FA,35,,,,,,,,,,,,,,,
Zach Stoner,CHW,1B,FA,31,,,,,,,,,,,,,,,
Hunter Stovall,TB,"2B,OF",FA,28,,,,,,,,,,,,,,,
Peyton Stovall,CIN,2B,FA,22,,,,,,,,,,,,,,,
Josh Stowers,TEX,OF,FA,28,,,,,,,,,,,,,,,
Kellen Strahm,TEX,OF,FA,27,,,,,,,,,,,,,,,
Dee Strange-Gordon,(N/A),2B,FA,36,,,,,,,,,,,,,,,
John Stringer,CHW,"2B,SS",FA,34,,,,,,,,,,,,,,,
Landon Stripling,(N/A),1B,FA,20,,,,,,,,,,,,,,,
Kevin Strohschein,WSH,"1B,OF",FA,27,,,,,,,,,,,,,,,
Jayden Stroman,(N/A),SS,FA,17,,,,,,,,,,,,,,,
Jackson Strong,DET,OF,FA,21,,,,,,,,,,,,,,,
Jamal Strong,NYY,OF,FA,0,,,,,,,,,,,,,,,
Royelny Strop,STL,OF,FA,16,,,,,,,,,,,,,,,
Sawyer Strosnider,(N/A),OF,FA,19,,,,,,,,,,,,,,,
Chase Strumpf,CHC,"1B,2B",FA,26,,,,,,,,,,,,,,,
C.J. Stubbs,WSH,C,FA,28,,,,,,,,,,,,,,,
Cole Sturgeon,MIN,OF,FA,33,,,,,,,,,,,,,,,
Alexander Suarez,SF,OF,FA,23,,,,,,,,,,,,,,,
Cristian Suarez,ATL,1B,FA,19,,,,,,,,,,,,,,,
Jhoangel Suarez,(N/A),3B,FA,18,,,,,,,,,,,,,,,
Jose Suarez,STL,OF,FA,20,,,,,,,,,,,,,,,
Kervin Suarez,(N/A),2B,FA,26,,,,,,,,,,,,,,,
Ronny Suarez,ARI,OF,FA,17,,,,,,,,,,,,,,,
Wilson Suarez,TB,1B,FA,19,,,,,,,,,,,,,,,
Jake Suddleson,ATH,OF,FA,27,,,,,,,,,,,,,,,
Christopher Suero,NYM,"C,1B,OF",FA,21,,,,,,,,,,,,,,,
Estuar Suero,PIT,OF,FA,19,,,,,,,,,,,,,,,
Larry Suero,COL,SS,FA,16,,,,,,,,,,,,,,,
Adrian Sugastey,SF,C,FA,23,,,,,,,,,,,,,,,
Matt Suggs,WSH,C,FA,24,,,,,,,,,,,,,,,
Luis Suisbel,SEA,3B,FA,21,,,,,,,,,,,,,,,
Jerrick Suiter,(N/A),OF,FA,32,,,,,,,,,,,,,,,
Matt Sulentic,ATH,OF,FA,37,,,,,,,,,,,,,,,
Joseph Sullivan,HOU,OF,FA,22,,,,,,,,,,,,,,,
William Sullivan,STL,1B,FA,24,,,,,,,,,,,,,,,
Brendan Summerhill,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Colin Summerhill,LAA,C,FA,23,,,,,,,,,,,,,,,
Jared Sundstrom,SEA,OF,FA,23,,,,,,,,,,,,,,,
Joe Suozzi,NYM,OF,FA,27,,,,,,,,,,,,,,,
Anderson Suriel,CHC,OF,FA,21,,,,,,,,,,,,,,,
Ezequiel Surun,(N/A),SS,FA,20,,,,,,,,,,,,,,,
Daniel Susac,ATH,C,FA,23,,,,,,,,,,,,,,,
Timothy Susnara,(N/A),C,FA,28,,,,,,,,,,,,,,,
Travis Swaggerty,NYM,OF,FA,27,,,,,,,,,,,,,,,
Kellen Sweeney,TOR,3B,FA,33,,,,,,,,,,,,,,,
Drew Swift,ATH,"2B,3B",FA,26,,,,,,,,,,,,,,,
Blake Swihart,(N/A),"C,OF",FA,32,,,,,,,,,,,,,,,
Jeremy Sy,SF,SS,FA,35,,,,,,,,,,,,,,,
Charlie Szykowny,SF,3B,FA,24,,,,,,,,,,,,,,,
Victor Tademo,MIN,3B,FA,25,,,,,,,,,,,,,,,
Joseph Tailor,MIA,2B,FA,18,,,,,,,,,,,,,,,
Eduardo Tait,PHI,C,FA,18,,,,,,,,,,,,,,,
Thomas Takayoshi,ATH,C,FA,23,,,,,,,,,,,,,,,
LJ Talley,(N/A),1B,FA,27,,,,,,,,,,,,,,,
Martin Tamara,DET,C,FA,21,,,,,,,,,,,,,,,
Junior Tamares,(N/A),OF,FA,23,,,,,,,,,,,,,,,
Miguel Tamares,TB,SS,FA,20,,,,,,,,,,,,,,,
Kevin Tamburini,SD,SS,FA,18,,,,,,,,,,,,,,,
Dominic Tamez,CHW,C,FA,24,,,,,,,,,,,,,,,
Anthony Tandron,SF,SS,FA,19,,,,,,,,,,,,,,,
Nick Tanielu,TEX,2B,FA,32,,,,,,,,,,,,,,,
Logan Tanner,CIN,C,FA,24,,,,,,,,,,,,,,,
Deion Tansel,SD,SS,FA,30,,,,,,,,,,,,,,,
Emmanuel Tapia,CLE,1B,FA,29,,,,,,,,,,,,,,,
German Tapia,TB,OF,FA,21,,,,,,,,,,,,,,,
Raimel Tapia,(N/A),OF,FA,31,,,,,,,,,,,,,,,
Roni Tapia,MIN,3B,FA,27,,,,,,,,,,,,,,,
Roosbert Tapia,TB,3B,FA,19,,,,,,,,,,,,,,,
Sergio Tapia,DET,C,FA,22,,,,,,,,,,,,,,,
Graysen Tarlow,STL,C,FA,23,,,,,,,,,,,,,,,
Carlos Tatis,NYY,1B,FA,28,,,,,,,,,,,,,,,
Elijah Tatis,CHW,SS,FA,23,,,,,,,,,,,,,,,
Dillon Tatum,(N/A),C,FA,24,,,,,,,,,,,,,,,
McCarthy Tatum,(N/A),OF,FA,28,,,,,,,,,,,,,,,
Terrell Tatum,CHW,OF,FA,25,,,,,,,,,,,,,,,
Carlos Tavares,WSH,1B,FA,19,,,,,,,,,,,,,,,
Ambioris Tavarez,ATL,SS,FA,21,,,,,,,,,,,,,,,
Aneury Tavarez,BOS,OF,FA,32,,,,,,,,,,,,,,,
Davis Tavarez,BAL,OF,FA,26,,,,,,,,,,,,,,,
Feldi Tavarez,WSH,C,FA,18,,,,,,,,,,,,,,,
Braylin Tavera,BAL,OF,FA,20,,,,,,,,,,,,,,,
Bracewell Taveras,STL,SS,FA,18,,,,,,,,,,,,,,,
Carlos Taveras,MIN,OF,FA,16,,,,,,,,,,,,,,,
Emilio Taveras,CLE,1B,FA,22,,,,,,,,,,,,,,,
Felix Taveras,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Jonathan Taveras,CLE,2B,FA,19,,,,,,,,,,,,,,,
Romer Taveras,CLE,OF,FA,18,,,,,,,,,,,,,,,
Beau Taylor,SEA,C,FA,35,,,,,,,,,,,,,,,
Brayden Taylor,TB,"3B,SS",FA,22,,,,,,,,,,,,,,,
Carson Taylor,PHI,1B,FA,25,,,,,,,,,,,,,,,
Chandler Taylor,HOU,OF,FA,29,,,,,,,,,,,,,,,
Chuck Taylor,ARI,OF,FA,31,,,,,,,,,,,,,,,
Devin Taylor,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Dominique Taylor,KC,OF,FA,32,,,,,,,,,,,,,,,
Kennie Taylor,NYM,OF,FA,28,,,,,,,,,,,,,,,
Kobie Taylor,TEX,OF,FA,26,,,,,,,,,,,,,,,
Logan Taylor,SEA,OF,FA,31,,,,,,,,,,,,,,,
Logan Taylor,CHW,OF,FA,30,,,,,,,,,,,,,,,
Nelly Taylor,BOS,OF,FA,22,,,,,,,,,,,,,,,
Will Taylor,PIT,OF,FA,22,,,,,,,,,,,,,,,
Zachary Taylor,PHI,OF,FA,33,,,,,,,,,,,,,,,
Zachary Taylor,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Kavares Tears,SD,OF,FA,22,,,,,,,,,,,,,,,
Miguel Tejada Jr.,PHI,OF,FA,23,,,,,,,,,,,,,,,
Angel Tejada,(N/A),2B,FA,21,,,,,,,,,,,,,,,
Luis David Tejada,CIN,3B,FA,25,,,,,,,,,,,,,,,
Nestor Tejada,HOU,OF,FA,27,,,,,,,,,,,,,,,
Oliver Tejada,SF,OF,FA,18,,,,,,,,,,,,,,,
Railin Tejada,TOR,OF,FA,20,,,,,,,,,,,,,,,
Ruben Tejada,(N/A),2B,FA,35,,,,,,,,,,,,,,,
Anderson Tejeda,(N/A),3B,FA,26,,,,,,,,,,,,,,,
Dashyll Tejeda,WSH,OF,FA,18,,,,,,,,,,,,,,,
Elwin Tejeda,BOS,3B,FA,27,,,,,,,,,,,,,,,
Enmanuel Tejeda,NYY,3B,FA,20,,,,,,,,,,,,,,,
Luis Tejeda,PIT,SS,FA,23,,,,,,,,,,,,,,,
Miguel Tejeda,(N/A),OF,FA,23,,,,,,,,,,,,,,,
Oscar Tejeda,BOS,SS,FA,35,,,,,,,,,,,,,,,
Tomas Telis,(N/A),C,FA,33,,,,,,,,,,,,,,,
Cisco Tellez,BOS,1B,FA,32,,,,,,,,,,,,,,,
Raider Tello,PHI,SS,FA,24,,,,,,,,,,,,,,,
Matt Tellor,ATL,1B,FA,33,,,,,,,,,,,,,,,
Felix Tena,COL,OF,FA,21,,,,,,,,,,,,,,,
Luke Tendler,TEX,OF,FA,33,,,,,,,,,,,,,,,
Robbie Tenerowicz,SEA,2B,FA,30,,,,,,,,,,,,,,,
Ryusei Terachi,(N/A),C,FA,19,,,,,,,,,,,,,,,
Efren Teran,BOS,SS,FA,18,,,,,,,,,,,,,,,
D'Marion Terrell,TOR,OF,FA,19,,,,,,,,,,,,,,,
Enmanuel Terrero,PIT,OF,FA,22,,,,,,,,,,,,,,,
Gabriel Terrero,COL,SS,FA,21,,,,,,,,,,,,,,,
Gabriel Terrero,NYY,2B,FA,19,,,,,,,,,,,,,,,
Luis Terrero,TEX,OF,FA,29,,,,,,,,,,,,,,,
Marcos Terrero,NYM,C,FA,19,,,,,,,,,,,,,,,
Curtis Terry,(N/A),1B,FA,28,,,,,,,,,,,,,,,
Andrew Tess,BAL,C,FA,18,,,,,,,,,,,,,,,
Jacob Teter,BAL,1B,FA,26,,,,,,,,,,,,,,,
Tanner Thach,(N/A),1B,FA,20,,,,,,,,,,,,,,,
Collin Theroux,(N/A),C,FA,30,,,,,,,,,,,,,,,
Andy Thomas,SD,"C,1B",FA,26,,,,,,,,,,,,,,,
Brandon Thomas,NYY,OF,FA,34,,,,,,,,,,,,,,,
Brett Thomas,SEA,OF,FA,33,,,,,,,,,,,,,,,
Charles Thomas,CHC,3B,FA,36,,,,,,,,,,,,,,,
Cody Thomas,TEX,OF,FA,30,,,,,,,,,,,,,,,
Corey Thomas,BAL,3B,FA,36,,,,,,,,,,,,,,,
Dillon Thomas,LAA,OF,FA,32,,,,,,,,,,,,,,,
Francisco Thomas,MIL,SS,FA,26,,,,,,,,,,,,,,,
Geoffrey Thomas,HOU,1B,FA,33,,,,,,,,,,,,,,,
Isaiah Thomas,(N/A),OF,FA,24,,,,,,,,,,,,,,,
Ivory Thomas,MIN,OF,FA,33,,,,,,,,,,,,,,,
Jake Thomas,TOR,OF,FA,31,,,,,,,,,,,,,,,
Jared Thomas,PHI,C,FA,24,,,,,,,,,,,,,,,
Jared Thomas,COL,OF,FA,21,,,,,,,,,,,,,,,
Jonathan Thomas,WSH,OF,FA,25,,,,,,,,,,,,,,,
Rhylan Thomas,SEA,OF,FA,24,,,,,,,,,,,,,,,
Rylan Thomas,(N/A),1B,FA,27,,,,,,,,,,,,,,,
Toby Thomas,CHW,SS,FA,31,,,,,,,,,,,,,,,
Jay Thomason,MIN,3B,FA,22,,,,,,,,,,,,,,,
Brandon Thomasson,KC,OF,FA,32,,,,,,,,,,,,,,,
Bennett Thompson,CLE,C,FA,22,,,,,,,,,,,,,,,
Cory Thompson,CIN,SS,FA,30,,,,,,,,,,,,,,,
David Thompson,(N/A),3B,FA,31,,,,,,,,,,,,,,,
Evan Thompson,(N/A),OF,FA,14,,,,,,,,,,,,,,,
Jake Thompson,MIA,3B,FA,27,,,,,,,,,,,,,,,
Jason Thompson,BOS,SS,FA,34,,,,,,,,,,,,,,,
Jordan Thompson,LAD,SS,FA,23,,,,,,,,,,,,,,,
Justice Thompson,CIN,OF,FA,24,,,,,,,,,,,,,,,
Nick Thompson,STL,OF,FA,32,,,,,,,,,,,,,,,
Sterlin Thompson,COL,OF,FA,23,,,,,,,,,,,,,,,
Tony Thompson,ATH,3B,FA,36,,,,,,,,,,,,,,,
Trayce Thompson,BOS,OF,FA,33,,,,,,,,,,,,,,,
Dom Thompson-Williams,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Dickie Joe Thon,TOR,"2B,SS,OF",FA,33,,,,,,,,,,,,,,,
Brock Tibbitts,TOR,C,FA,22,,,,,,,,,,,,,,,
James Tibbs,SF,OF,FA,22,,,,,,,,,,,,,,,
Blake Tiberi,(N/A),3B,FA,30,,,,,,,,,,,,,,,
Humberto Tiberi,LAA,C,FA,18,,,,,,,,,,,,,,,
Dylan Tice,STL,2B,FA,32,,,,,,,,,,,,,,,
Josh Tiedemann,NYY,3B,FA,20,,,,,,,,,,,,,,,
Junior Tilien,DET,"2B,3B",FA,22,,,,,,,,,,,,,,,
Charlie Tilson,(N/A),OF,FA,32,,,,,,,,,,,,,,,
Johnny Tincher,CLE,C,FA,23,,,,,,,,,,,,,,,
Jeferson Tineo,TEX,SS,FA,21,,,,,,,,,,,,,,,
Trent Tingelstad,SEA,OF,FA,26,,,,,,,,,,,,,,,
Carlos Tirado,PIT,1B,FA,19,,,,,,,,,,,,,,,
Lucas Tirado,LAD,SS,FA,28,,,,,,,,,,,,,,,
Riley Tirotta,TOR,1B,FA,26,,,,,,,,,,,,,,,
Maxx Tissenbaum,SD,SS,FA,33,,,,,,,,,,,,,,,
Jimmy Titus,LAD,SS,FA,27,,,,,,,,,,,,,,,
Carlos Tocci,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Jonah Todd,LAA,OF,FA,29,,,,,,,,,,,,,,,
Justin Toerner,STL,OF,FA,28,,,,,,,,,,,,,,,
Will Toffey,PHI,3B,FA,30,,,,,,,,,,,,,,,
L.T. Tolbert,ARI,SS,FA,28,,,,,,,,,,,,,,,
Tyler Tolbert,KC,"2B,SS,OF",FA,27,,,,,,,,,,,,,,,
Francisco Toledo,NYM,C,FA,19,,,,,,,,,,,,,,,
Jeral Toledo,PIT,2B,FA,22,,,,,,,,,,,,,,,
Almen Tolentino,MIA,C,FA,18,,,,,,,,,,,,,,,
Frank Tolentino,BAL,OF,FA,25,,,,,,,,,,,,,,,
Milan Tolentino,CLE,"3B,SS",FA,23,,,,,,,,,,,,,,,
Andrew Toles,(N/A),OF,FA,32,,,,,,,,,,,,,,,
Mitchell Tolman,CLE,2B,FA,30,,,,,,,,,,,,,,,
Tyler Tolve,ATL,C,FA,24,,,,,,,,,,,,,,,
Ka'Ai Tom,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Tucker Toman,TOR,3B,FA,21,,,,,,,,,,,,,,,
Juan Tomas,CHC,SS,FA,17,,,,,,,,,,,,,,,
Yasmany Tomas,(N/A),OF,FA,34,,,,,,,,,,,,,,,
John Tomasovich,CHC,"1B,2B,SS",FA,33,,,,,,,,,,,,,,,
Quade Tomlin,WSH,SS,FA,23,,,,,,,,,,,,,,,
Damek Tomscha,PHI,3B,FA,33,,,,,,,,,,,,,,,
Gavin Tonkel,PHI,OF,FA,22,,,,,,,,,,,,,,,
Marshall Toole,NYY,OF,FA,21,,,,,,,,,,,,,,,
Alejandro Toral,(N/A),1B,FA,26,,,,,,,,,,,,,,,
Cristian Toribio,TB,SS,FA,30,,,,,,,,,,,,,,,
Luis Toribio,SF,3B,FA,24,,,,,,,,,,,,,,,
Cristofer Torin,ARI,"2B,SS",FA,19,,,,,,,,,,,,,,,
Diego Tornes,ATL,OF,FA,16,,,,,,,,,,,,,,,
Eduardo Torrealba,NYY,SS,FA,25,,,,,,,,,,,,,,,
Osmar Torrealba,CLE,OF,FA,17,,,,,,,,,,,,,,,
Alexis Torres,BAL,SS,FA,27,,,,,,,,,,,,,,,
Andres Torres,TB,C,FA,17,,,,,,,,,,,,,,,
Bryan Torres,STL,"2B,OF",FA,27,,,,,,,,,,,,,,,
Enry Torres,CIN,C,FA,16,,,,,,,,,,,,,,,
Erick Torres,KC,OF,FA,20,,,,,,,,,,,,,,,
Franklin Torres,(N/A),2B,FA,28,,,,,,,,,,,,,,,
Jason Torres,(N/A),3B,FA,21,,,,,,,,,,,,,,,
Jhon Torres,STL,OF,FA,24,,,,,,,,,,,,,,,
Jose Torres,MIA,SS,FA,34,,,,,,,,,,,,,,,
Jose Torres,COL,SS,FA,25,,,,,,,,,,,,,,,
Luis Torres,LAA,1B,FA,21,,,,,,,,,,,,,,,
Marcos Torres,TEX,OF,FA,20,,,,,,,,,,,,,,,
Michael Torres,(N/A),OF,FA,19,,,,,,,,,,,,,,,
Nick Torres,SD,OF,FA,31,,,,,,,,,,,,,,,
Nicolas Torres,PHI,2B,FA,25,,,,,,,,,,,,,,,
Rafhlmil Torres,CIN,SS,FA,19,,,,,,,,,,,,,,,
Ramon Torres,(N/A),"2B,SS",FA,32,,,,,,,,,,,,,,,
Victor Torres,MIL,C,FA,24,,,,,,,,,,,,,,,
Wuinder Torres,CLE,C,FA,18,,,,,,,,,,,,,,,
Ronald Torreyes,(N/A),3B,FA,32,,,,,,,,,,,,,,,
Dian Toscano,ATL,OF,FA,36,,,,,,,,,,,,,,,
Frankie Tostado,WSH,OF,FA,26,,,,,,,,,,,,,,,
Corey Toups,KC,SS,FA,34,,,,,,,,,,,,,,,
Adrian Tovalin,HOU,3B,FA,29,,,,,,,,,,,,,,,
Osvaldo Tovalin,STL,3B,FA,25,,,,,,,,,,,,,,,
Anderson Tovar,COL,OF,FA,18,,,,,,,,,,,,,,,
Deward Tovar,TEX,OF,FA,18,,,,,,,,,,,,,,,
Jose Tovar,TB,C,FA,19,,,,,,,,,,,,,,,
Pedro Tovar,MIL,OF,FA,18,,,,,,,,,,,,,,,
Wilfredo Tovar,(N/A),SS,FA,33,,,,,,,,,,,,,,,
Yimy Tovar,SD,SS,FA,18,,,,,,,,,,,,,,,
Cal Towey,LAA,"1B,3B",FA,35,,,,,,,,,,,,,,,
River Town,KC,OF,FA,25,,,,,,,,,,,,,,,
Kenny Towns,LAA,3B,FA,32,,,,,,,,,,,,,,,
Tyler Townsend,BAL,1B,FA,36,,,,,,,,,,,,,,,
Blake Trahan,CIN,SS,FA,31,,,,,,,,,,,,,,,
Justin Trapp,KC,SS,FA,34,,,,,,,,,,,,,,,
Michael Trautwein,CIN,C,FA,25,,,,,,,,,,,,,,,
Devon Travis,(N/A),2B,FA,34,,,,,,,,,,,,,,,
Sam Travis,(N/A),1B,FA,31,,,,,,,,,,,,,,,
Tanner Tredaway,PIT,OF,FA,25,,,,,,,,,,,,,,,
Cesar Trejo,(N/A),OF,FA,27,,,,,,,,,,,,,,,
Caeden Trenkle,ATH,OF,FA,23,,,,,,,,,,,,,,,
Luca Tresh,KC,C,FA,25,,,,,,,,,,,,,,,
Michel Triana,CIN,3B,FA,25,,,,,,,,,,,,,,,
Carter Trice,CHC,1B,FA,22,,,,,,,,,,,,,,,
Fenwick Trimble,MIA,OF,FA,22,,,,,,,,,,,,,,,
Justin Trimble,HOU,OF,FA,21,,,,,,,,,,,,,,,
Reed Trimble,BAL,OF,FA,24,,,,,,,,,,,,,,,
Angel Trinidad,MIN,OF,FA,19,,,,,,,,,,,,,,,
Wilian Trinidad,TB,2B,FA,19,,,,,,,,,,,,,,,
Brandon Trinkwon,LAD,SS,FA,32,,,,,,,,,,,,,,,
Jordan Tripp,ATH,OF,FA,35,,,,,,,,,,,,,,,
Alberto Triunfel,TEX,SS,FA,31,,,,,,,,,,,,,,,
Ben Troike,TB,SS,FA,27,,,,,,,,,,,,,,,
Deshandro Tromp,PIT,3B,FA,18,,,,,,,,,,,,,,,
Jiandido Tromp,PHI,OF,FA,31,,,,,,,,,,,,,,,
Stefan Trosclair,STL,"1B,2B",FA,30,,,,,,,,,,,,,,,
Tommy Troy,ARI,SS,FA,23,,,,,,,,,,,,,,,
Chris Truby,(N/A),3B,FA,0,,,,,,,,,,,,,,,
Kedaur Trujillo,HOU,C,FA,21,,,,,,,,,,,,,,,
Yoshi Tsutsugo,SF,"1B,OF",FA,33,,,,,,,,,,,,,,,
Tucker Tubbs,BOS,1B,FA,32,,,,,,,,,,,,,,,
Avery Tuck,DET,OF,FA,27,,,,,,,,,,,,,,,
Carson Tucker,(N/A),SS,FA,23,,,,,,,,,,,,,,,
Cole Tucker,(N/A),3B,FA,28,,,,,,,,,,,,,,,
Michael Tucker,BOS,OF,FA,0,,,,,,,,,,,,,,,
Stanley Tucker,BOS,2B,FA,22,,,,,,,,,,,,,,,
Tevin Tucker,COL,SS,FA,25,,,,,,,,,,,,,,,
Colin Tuft,BAL,OF,FA,22,,,,,,,,,,,,,,,
Brendan Tunink,LAD,OF,FA,19,,,,,,,,,,,,,,,
Doran Turchin,BAL,OF,FA,27,,,,,,,,,,,,,,,
Michael Turconi,TOR,"2B,SS",FA,25,,,,,,,,,,,,,,,
Casey Turgeon,STL,2B,FA,32,,,,,,,,,,,,,,,
Gavin Turley,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Gionti Turner,(N/A),2B,FA,24,,,,,,,,,,,,,,,
Michael Turner,CHW,"C,1B",FA,26,,,,,,,,,,,,,,,
Tyresse Turner,CLE,SS,FA,25,,,,,,,,,,,,,,,
Will Turner,BOS,OF,FA,22,,,,,,,,,,,,,,,
Cole Turney,DET,OF,FA,26,,,,,,,,,,,,,,,
Joe Tuschak,NYM,OF,FA,32,,,,,,,,,,,,,,,
Justin Twine,(N/A),2B,FA,29,,,,,,,,,,,,,,,
Raider Uceta,(N/A),OF,FA,24,,,,,,,,,,,,,,,
Jhonayker Ugarte,KC,3B,FA,17,,,,,,,,,,,,,,,
Ronny Ugarte,COL,1B,FA,20,,,,,,,,,,,,,,,
Eyke Ugueto,(N/A),OF,FA,18,,,,,,,,,,,,,,,
Miguel Ugueto,STL,OF,FA,22,,,,,,,,,,,,,,,
Ryan Uhl,SEA,1B,FA,31,,,,,,,,,,,,,,,
Alex Ulloa,(N/A),SS,FA,22,,,,,,,,,,,,,,,
Hyungchan Um,KC,C,FA,20,,,,,,,,,,,,,,,
Bret Underwood,SF,OF,FA,32,,,,,,,,,,,,,,,
Riley Unroe,DET,"2B,SS",FA,29,,,,,,,,,,,,,,,
Armond Upshaw,WSH,2B,FA,28,,,,,,,,,,,,,,,
Austin Upshaw,CHC,1B,FA,28,,,,,,,,,,,,,,,
Justin Upton,(N/A),OF,FA,37,,,,,,,,,,,,,,,
Francisco Urbaez,CIN,2B,FA,27,,,,,,,,,,,,,,,
Jose Urbina,ARI,C,FA,18,,,,,,,,,,,,,,,
Misael Urbina,MIN,OF,FA,22,,,,,,,,,,,,,,,
Nestor Urbina,MIN,2B,FA,17,,,,,,,,,,,,,,,
Omar Urbina,BAL,C,FA,19,,,,,,,,,,,,,,,
Nomar Urdaneta,MIN,2B,FA,24,,,,,,,,,,,,,,,
Ronaldo Urdaneta,HOU,2B,FA,26,,,,,,,,,,,,,,,
Engelth Urena,NYY,1B,FA,20,,,,,,,,,,,,,,,
Jose Carlos Urena,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Richard Urena,(N/A),SS,FA,29,,,,,,,,,,,,,,,
Juan Uribe,CHW,2B,FA,18,,,,,,,,,,,,,,,
Cole Urman,BAL,"C,1B",FA,23,,,,,,,,,,,,,,,
Conner Uselton,PIT,OF,FA,26,,,,,,,,,,,,,,,
Levi Usher,KC,OF,FA,24,,,,,,,,,,,,,,,
Santiago Ustariz,CLE,1B,FA,18,,,,,,,,,,,,,,,
Pat Valaika,LAD,2B,FA,32,,,,,,,,,,,,,,,
Javier Valdes,ATL,C,FA,26,,,,,,,,,,,,,,,
Luis Valdes,DET,SS,FA,36,,,,,,,,,,,,,,,
Yordys Valdes,CLE,"2B,SS",FA,23,,,,,,,,,,,,,,,
Amin Valdez,LAD,SS,FA,24,,,,,,,,,,,,,,,
Argenis Valdez,BAL,OF,FA,18,,,,,,,,,,,,,,,
Derniche Valdez,CHC,2B,FA,18,,,,,,,,,,,,,,,
